team,number,position,birth_date,shirt_name,club,height,weight,league,to,age,caps,BMI
FRANCE,17,DF,1985-12-27,RAMI,Olympique Marseille,190,90,FRA,Moscow,32,35,24.93074792
FRANCE,18,FW,1993-07-18,FEKIR,Olympique Lyon,173,76,FRA,Moscow,25,12,25.39343112
FRANCE,19,DF,1992-07-29,SIDIBE,AS Monaco,184,81,FRA,Moscow,26,17,23.92485822
FRANCE,2,DF,1996-03-28,PAVARD,VfB Stuttgart,186,76,GER,Moscow,22,6,21.96785756
FRANCE,20,FW,1993-01-26,THAUVIN,Olympique Marseille,180,76,FRA,Moscow,25,4,23.45679012
FRANCE,21,DF,1996-02-14,HERNANDEZ,Atletico Madrid,183,76,ESP,Moscow,22,5,22.69401893
FRANCE,22,DF,1994-07-17,MENDY,Manchester City FC,183,84,ENG,Moscow,24,7,25.08286303
FRANCE,23,GK,1993-02-27,AREOLA,Paris Saint-Germain FC,195,95,FRA,Moscow,25,0,24.98356345
FRANCE,3,DF,1995-08-13,KIMPEMBE,Paris Saint-Germain FC,182,78,FRA,Moscow,23,2,23.54788069
FRANCE,4,DF,1993-04-25,VARANE,Real Madrid CF,191,79,ESP,Moscow,25,42,21.65510814
FRANCE,5,DF,1993-11-14,UMTITI,FC Barcelona,183,84,ESP,Moscow,25,19,25.08286303
FRANCE,6,MF,1993-03-15,POGBA,Manchester United FC,191,86,ENG,Moscow,25,54,23.57391519
FRANCE,7,FW,1991-03-21,GRIEZMANN,Atletico Madrid,174,72,ESP,Moscow,27,54,23.78121284
FRANCE,8,FW,1995-11-12,LEMAR,AS Monaco,172,65,FRA,Moscow,23,12,21.97133586
FRANCE,9,FW,1986-09-30,GIROUD,Chelsea FC,193,91,ENG,Moscow,32,74,24.43018605
GERMANY,1,GK,1986-03-27,NEUER,FC Bayern München,193,93,GER,Moscow,32,76,24.96711321
GERMANY,10,MF,1988-10-15,ÖZIL,Arsenal FC,180,70,ENG,Moscow,30,90,21.60493827
GERMANY,11,FW,1989-05-31,REUS,Borussia Dortmund,180,67,GER,Moscow,29,31,20.67901235
GERMANY,12,GK,1990-07-08,TRAPP,Paris Saint-Germain FC,189,88,FRA,Moscow,28,3,24.63536855
GERMANY,13,MF,1989-09-13,MÜLLER,FC Bayern München,186,75,GER,Moscow,29,91,21.6788068
GERMANY,14,MF,1995-02-06,GORETZKA,FC Schalke 04,189,76,GER,Moscow,23,15,21.27600011
GERMANY,15,DF,1995-09-03,SÜLE,FC Bayern München,195,89,GER,Moscow,23,11,23.40565417
GERMANY,16,DF,1993-03-03,RÜDIGER,Chelsea FC,191,85,ENG,Moscow,25,24,23.2997999
GERMANY,17,DF,1988-09-03,BOATENG,FC Bayern München,192,90,GER,Moscow,30,71,24.4140625
GERMANY,18,DF,1995-02-08,KIMMICH,FC Bayern München,176,72,GER,Moscow,23,29,23.24380165
GERMANY,19,MF,1990-02-28,RUDY,FC Bayern München,179,74,GER,Moscow,28,25,23.09540901
GERMANY,2,DF,1992-01-26,PLATTENHARDT,Hertha BSC,181,76,GER,Moscow,26,6,23.19831507
GERMANY,20,MF,1996-05-02,BRANDT,Bayer 04 Leverkusen,183,82,GER,Moscow,22,16,24.48565201
GERMANY,21,MF,1990-10-24,GÜNDOGAN,Manchester City FC,180,79,ENG,Moscow,28,26,24.38271605
GERMANY,22,GK,1992-04-30,TER STEGEN,FC Barcelona,187,85,ESP,Moscow,26,20,24.30724356
GERMANY,23,FW,1985-07-10,GOMEZ,VfB Stuttgart,189,82,GER,Moscow,33,75,22.95568433
GERMANY,3,DF,1990-05-27,HECTOR,1. FC Köln,185,75,GER,Moscow,28,38,21.9138057
GERMANY,4,DF,1994-01-19,GINTER,VfL Borussia Mönchengladbach,189,85,GER,Moscow,24,18,23.79552644
GERMANY,5,DF,1988-12-16,HUMMELS,FC Bayern München,192,90,GER,Moscow,29,64,24.4140625
GERMANY,6,MF,1987-04-04,KHEDIRA,Juventus FC,189,81,ITA,Moscow,31,75,22.67573696
GERMANY,7,MF,1993-09-20,DRAXLER,Paris Saint-Germain FC,185,74,FRA,Moscow,25,44,21.62162162
GERMANY,8,MF,1990-01-04,KROOS,Real Madrid CF,182,78,ESP,Moscow,28,83,23.54788069
GERMANY,9,FW,1996-03-06,WERNER,RB Leipzig,181,75,GER,Moscow,22,14,22.89307408
ICELAND,1,GK,1984-04-27,HALLDORSSON,Randers FC,193,88,DEN,Moscow,34,49,23.6247953
ICELAND,10,MF,1989-09-08,G. SIGURDSSON,Everton FC,186,82,ENG,Moscow,29,57,23.7021621
ICELAND,11,FW,1989-02-01,FINNBOGASON,FC Augsburg,185,79,GER,Moscow,29,47,23.082542
ICELAND,12,GK,1995-01-19,SCHRAM,Roskilde BK,198,92,DEN,Moscow,23,4,23.46699316
ICELAND,13,GK,1995-02-18,RÚNARSSON,FC Nordsjaelland,186,76,DEN,Moscow,23,3,21.96785756
ICELAND,14,DF,1982-10-13,ARNASON,Aberdeen FC,191,82,SCO,Moscow,36,67,22.47745402
ICELAND,15,DF,1990-08-06,EYJÓLFSSON,Levski Sofia,188,81,BUL,Moscow,28,10,22.91760978
ICELAND,16,MF,1983-04-01,Ó. SKÚLASON,Karabukspor,184,79,TUR,Moscow,35,36,23.33412098
ICELAND,17,MF,1989-04-22,GUNNARSSON,Cardiff City FC,181,86,WAL,Moscow,29,77,26.25072495
ICELAND,18,DF,1993-02-11,MAGNÚSSON,Bristol City FC,191,85,ENG,Moscow,25,16,23.2997999
ICELAND,19,MF,1988-02-25,GISLASON,SV Sandhausen,184,78,GER,Moscow,30,47,23.03875236
ICELAND,2,DF,1984-11-11,SÆVARSSON,Valur Reykjavik,186,75,ISL,Moscow,34,79,21.6788068
ICELAND,20,MF,1984-06-29,HALLFREDSSON,Udinese Calcio,186,86,ITA,Moscow,34,64,24.85836513
ICELAND,21,MF,1993-04-30,TRAUSTASON,Malmö FF,183,73,SWE,Moscow,25,19,21.79820239
ICELAND,22,FW,1992-05-25,BÖDVARSSON,Reading FC,189,89,ENG,Moscow,26,38,24.91531592
ICELAND,23,DF,1987-05-14,A. SKÚLASON,KSC Lokeren,170,63,BEL,Moscow,31,56,21.79930796
ICELAND,3,MF,1996-02-22,FRIDJÓNSSON,Valerenga IF,185,78,NOR,Moscow,22,4,22.79035793
ICELAND,4,MF,1997-06-15,A. GUDMUNDSSON,PSV Eindhoven,177,80,NED,Moscow,21,5,25.53544639
ICELAND,5,DF,1993-08-05,INGASON,FC Rostov,188,80,RUS,Moscow,25,20,22.63467632
ICELAND,6,DF,1986-06-19,R. SIGURDSSON,FC Rostov,187,86,RUS,Moscow,32,77,24.59321113
ICELAND,7,MF,1990-10-27,J. GUDMUNDSSON,Burnley FC,179,77,ENG,Moscow,28,67,24.03170937
ICELAND,8,MF,1988-05-27,B. BJARNASON,Aston Villa FC,183,77,ENG,Moscow,30,67,22.99262444
ICELAND,9,FW,1991-02-26,SIGURDARSON,FC Rostov,187,85,RUS,Moscow,27,12,24.30724356
IRAN,1,GK,1992-09-21,A. BEIRANVAND,Persepolis FC,194,85,IRN,Moscow,26,22,22.58475927
IRAN,10,FW,1990-04-03,KARIM,Olympiacos Piraeus FC,187,80,GRE,Moscow,28,64,22.8774057
IRAN,11,MF,1988-04-02,V. AMIRI,Persepolis FC,179,71,IRN,Moscow,30,36,22.15910864
IRAN,12,GK,1989-05-18,RASHID,Zob Ahan Isfahan FC,192,84,IRN,Moscow,29,3,22.78645833
IRAN,13,DF,1991-05-11,M.R. KHANZADEH,Padideh FC,186,80,IRN,Moscow,27,11,23.12406059
IRAN,14,FW,1993-09-06,GHODDOS,IFK Östersund FK,177,79,SWE,Moscow,25,8,25.21625331
IRAN,15,DF,1983-09-06,P. MONTAZERI,Esteghlal Tehran FC,185,77,IRN,Moscow,35,46,22.49817385
IRAN,16,FW,1987-09-20,REZA,SC Heerenveen,180,79,NED,Moscow,31,43,24.38271605
IRAN,17,FW,1992-07-18,MEHDI,Al Gharafa SC,187,80,QAT,Moscow,26,26,22.8774057
IRAN,18,FW,1993-08-11,A. JAHANBAKHSH,AZ Alkmaar,180,77,NED,Moscow,25,38,23.7654321
IRAN,19,DF,1996-06-20,M. HOSSEINI,Esteghlal Tehran FC,183,78,IRN,Moscow,22,1,23.29122996
IRAN,2,MF,1994-09-10,M. TORABI,Saipa Alborz FC,185,71,IRN,Moscow,24,17,20.74506939
IRAN,20,FW,1995-01-01,SARDAR,FC Rubin Kazan,186,80,RUS,Moscow,23,33,23.12406059
IRAN,21,FW,1986-07-05,DEJAGAH,Nottingham Forest FC,181,78,ENG,Moscow,32,46,23.80879705
IRAN,22,GK,1993-04-26,ABEDZADEH,CS Maritimo,186,80,POR,Moscow,25,1,23.12406059
IRAN,23,DF,1990-03-21,RAMIN,KV Oostende,185,75,BEL,Moscow,28,28,21.9138057
IRAN,3,DF,1990-02-25,HAJI SAFI,Olympiacos Piraeus FC,178,75,GRE,Moscow,28,94,23.67125363
IRAN,4,DF,1993-07-24,R. CHESHMI,Esteghlal Tehran FC,192,80,IRN,Moscow,25,10,21.70138889
IRAN,5,DF,1993-09-29,M. MOHAMMADI,FC Akhmat Grozny,178,69,RUS,Moscow,25,19,21.77755334
IRAN,6,MF,1996-10-01,S. EZATOLAHI,FK Amkar Perm,190,82,RUS,Moscow,22,25,22.71468144
IRAN,7,MF,1984-06-09,SHOJAEI M.,AEK Athens,187,79,GRE,Moscow,34,74,22.59143813
IRAN,8,DF,1992-04-19,M. POURALIGANJI,Al Sadd SC,187,83,QAT,Moscow,26,27,23.73530842
IRAN,9,MF,1987-09-16,OMID,Esteghlal Tehran FC,178,75,IRN,Moscow,31,30,23.67125363
JAPAN,1,GK,1983-03-20,KAWASHIMA,FC Metz,185,74,FRA,Moscow,35,84,21.62162162
JAPAN,10,MF,1989-03-17,KAGAWA,Borussia Dortmund,175,68,GER,Moscow,29,92,22.20408163
JAPAN,11,MF,1992-05-06,USAMI,Fortuna Düsseldorf,178,72,GER,Moscow,26,24,22.72440348
JAPAN,12,GK,1986-05-12,HIGASHIGUCHI,Gamba Osaka,184,78,JPN,Moscow,32,5,23.03875236
JAPAN,13,FW,1992-07-15,MUTO,FSV Mainz 05,179,72,GER,Moscow,26,24,22.47120876
JAPAN,14,MF,1988-06-02,INUI,SD Eibar,169,59,ESP,Moscow,30,27,20.65754
JAPAN,15,FW,1990-05-18,OSAKO,1. FC Köln,182,71,GER,Moscow,28,29,21.43460935
JAPAN,16,MF,1990-10-06,YAMAGUCHI,Cerezo Osaka,173,72,JPN,Moscow,28,42,24.05693475
JAPAN,17,MF,1984-01-18,HASEBE,Eintracht Frankfurt,180,72,GER,Moscow,34,110,22.22222222
JAPAN,18,MF,1993-01-23,OHSHIMA,Kawasaki Frontale,168,64,JPN,Moscow,25,5,22.67573696
JAPAN,19,DF,1990-04-12,H. SAKAI,Olympique Marseille,183,70,FRA,Moscow,28,43,20.90238586
JAPAN,2,DF,1994-10-24,UEDA,Kashima Antlers,186,79,JPN,Moscow,24,4,22.83500983
JAPAN,20,DF,1987-05-11,MAKINO,Urawa Reds,182,77,JPN,Moscow,31,32,23.24598478
JAPAN,21,DF,1991-03-14,G. SAKAI,Hamburger SV,176,74,GER,Moscow,27,41,23.88946281
JAPAN,22,DF,1988-08-24,YOSHIDA,Southampton FC,189,78,ENG,Moscow,30,82,21.83589485
JAPAN,23,GK,1995-02-27,NAKAMURA,Kashiwa Reysol,184,72,JPN,Moscow,23,4,21.26654064
JAPAN,3,DF,1992-12-11,SHOJI,Kashima Antlers,182,74,JPN,Moscow,26,11,22.34029707
JAPAN,4,MF,1986-06-13,HONDA,CF Pachuca,182,74,MEX,Moscow,32,95,22.34029707
JAPAN,5,DF,1986-09-12,NAGATOMO,Galatasaray SK,170,68,TUR,Moscow,32,105,23.52941176
JAPAN,6,DF,1993-02-09,ENDO,Urawa Reds,178,75,JPN,Moscow,25,12,23.67125363
JAPAN,7,MF,1992-05-28,SHIBASAKI,Getafe CF,175,64,ESP,Moscow,26,18,20.89795918
JAPAN,8,MF,1991-05-09,HARAGUCHI,Fortuna Düsseldorf,178,68,GER,Moscow,27,33,21.46193662
JAPAN,9,FW,1986-04-16,OKAZAKI,Leicester City FC,174,70,ENG,Moscow,32,113,23.1206236
MEXICO,1,GK,1981-01-26,J. CORONA,Cruz Azul,182,80,MEX,Moscow,37,52,24.1516725
MEXICO,10,MF,1989-05-11,G. DOS SANTOS,LA Galaxy,178,70,USA,Moscow,29,105,22.09317005
MEXICO,11,FW,1989-03-01,CARLOS V,Los Angeles FC,178,78,USA,Moscow,29,68,24.61810377
MEXICO,12,GK,1982-09-18,A. TALAVERA,Deportivo Toluca FC,188,84,MEX,Moscow,36,27,23.76641014
MEXICO,13,GK,1985-07-13,G. OCHOA,Standard Liège,185,76,BEL,Moscow,33,94,22.20598977
MEXICO,14,FW,1988-06-01,J. HERNÁNDEZ,West Ham United FC,175,71,ENG,Moscow,30,102,23.18367347
MEXICO,15,DF,1988-01-17,H. MORENO,Real Sociedad,182,82,ESP,Moscow,30,92,24.75546432
MEXICO,16,DF,1990-04-19,H. HERRERA,FC Porto,180,79,POR,Moscow,28,66,24.38271605
MEXICO,17,MF,1993-01-06,JESÚS C.,FC Porto,174,69,POR,Moscow,25,36,22.79032897
MEXICO,18,MF,1986-09-28,A. GUARDADO,Real Betis,167,63,ESP,Moscow,32,145,22.58955144
MEXICO,19,FW,1984-01-12,O. PERALTA,Club América,178,72,MEX,Moscow,34,67,22.72440348
MEXICO,2,DF,1987-03-31,H. AYALA,Tigres UANL,188,82,MEX,Moscow,31,43,23.20054323
MEXICO,20,MF,1990-02-11,J. AQUINO,Tigres UANL,166,59,MEX,Moscow,28,53,21.41094498
MEXICO,21,DF,1997-10-24,E. ÁLVAREZ,Club América,186,72,MEX,Moscow,21,13,20.81165453
MEXICO,22,FW,1995-07-30,H. LOZANO,PSV Eindhoven,176,66,NED,Moscow,23,28,21.30681818
MEXICO,23,MF,1994-08-15,J. GALLARDO,Pumas UNAM,177,74,MEX,Moscow,24,23,23.62028791
MEXICO,3,DF,1993-09-29,C. SALCEDO,Eintracht Frankfurt,189,83,GER,Moscow,25,21,23.2356317
MEXICO,4,DF,1979-02-13,R. MÁRQUEZ,CF Atlas,184,77,MEX,Moscow,39,145,22.74338374
MEXICO,5,DF,1992-09-19,D. REYES,FC Porto,190,77,POR,Moscow,26,9,21.32963989
MEXICO,6,MF,1990-04-26,J. DOS SANTOS,LA Galaxy,173,69,USA,Moscow,28,32,23.05456246
MEXICO,7,MF,1988-06-25,M. LAYÚN,Sevilla FC,180,72,ESP,Moscow,30,64,22.22222222
MEXICO,8,FW,1989-07-21,M. FABIÁN,Eintracht Frankfurt,171,70,GER,Moscow,29,39,23.93898977
MEXICO,9,FW,1991-05-05,RAÚL,SL Benfica,188,79,POR,Moscow,27,63,22.35174287
MOROCCO,1,GK,1991-04-05,BOUNOU,Girona FC,190,77,ESP,Moscow,27,11,21.32963989
MOROCCO,10,MF,1990-02-25,BELHANDA,Galatasaray SK,174,75,TUR,Moscow,28,47,24.77209671
MOROCCO,11,MF,1988-08-01,FAJR,Getafe CF,178,72,ESP,Moscow,30,23,22.72440348
MOROCCO,12,GK,1989-05-10,EL KAJOUI,CD Numancia,190,88,ESP,Moscow,29,27,24.3767313
MOROCCO,13,FW,1987-04-24,BOUTAIB,Yeni Malatyaspor,190,80,TUR,Moscow,31,18,22.16066482
MOROCCO,14,MF,1984-08-15,BOUSSOUFA,Al Jazira,167,59,UAE,Moscow,34,59,21.1552942
MOROCCO,15,MF,1996-07-07,AIT BENNASSER,SM Caen,184,75,FRA,Moscow,22,14,22.1526465
MOROCCO,16,MF,1987-03-31,N. AMRABAT,CD Leganés,178,77,ESP,Moscow,31,44,24.30248706
MOROCCO,17,DF,1986-02-25,DIRAR,Fenerbahce SK,187,82,TUR,Moscow,32,34,23.44934084
MOROCCO,18,MF,1997-06-18,HARIT,FC Schalke 04,179,66,GER,Moscow,21,6,20.59860803
MOROCCO,19,FW,1997-06-01,EN-NESYRI,Malaga CF,188,75,ESP,Moscow,21,16,21.22000905
MOROCCO,2,DF,1998-11-04,HAKIMI,Real Madrid CF,179,65,ESP,Moscow,20,10,20.28650791
MOROCCO,20,FW,1987-03-30,BOUHADDOUZ,FC St. Pauli,188,80,GER,Moscow,31,15,22.63467632
MOROCCO,21,MF,1996-08-21,S. AMRABAT,Feyenoord Rotterdam,183,77,NED,Moscow,22,6,22.99262444
MOROCCO,22,GK,1996-04-05,TAGNAOUTI,IRT Tanger,186,70,MAR,Moscow,22,2,20.23355301
MOROCCO,23,MF,1989-07-01,CARCELA,Standard Liège,176,67,BEL,Moscow,29,20,21.62964876
MOROCCO,3,DF,1997-10-21,MENDYL,Lille OSC,179,70,FRA,Moscow,21,13,21.84700852
MOROCCO,4,DF,1986-05-06,DA COSTA,Istanbul Ba?ak?ehir FK,187,78,TUR,Moscow,32,28,22.30547056
